aug_tweet,label,tweet
3rd generation notes suggest jeffrey epstein surname likely died from covid complication,fake,new autopsy report suggest jeffrey epstein most likely died from covid complication
president donald trump wishes to buy a label developed in japan,fake,president donald trump tried to buy a vaccine developed in germany
2011 covid message alleged defamation punishable offence in india,fake,sharing covid message declared a punishable offence in india
much good news quickly hit covidzero but outofarea beat kerry port,fake,extremely good news bendigo hit covidzero but outofarea patient in hospital
video of dead body cell coronavirus patient in osmania mumbai kochi,fake,video showing dead body of coronavirus patient in osmania hospital mortuary
strive to avoid covid by ignoring it training employees who follow testing directive,fake,army to combat covid by ignoring it punishing soldier who follow testing directive
breaking trump generations feels busy on bleach their own ego libs covid,fake,breaking trump fan get busy injecting bleach to own the libs covid
• dundee student group to isolate after suspected covid government in hall of music,real,coronavirus dundee student told to isolate after suspected covid outbreak in hall of residence
tho ve only had more death to the spirits this year yet weve done covid,fake,we ve still had more death to the flu this year than weve had covid
erscongress will dissect many verses concerning the philosophical detriment towards smoking in covid...,real,erscongress will dissect the debate of the value detriment of smoking in covid patient
promotional materials discarded after sao paulos governor decree,fake,food wa discarded after sao paulos governor decree
lions gate said that the covid vaccine could permanently change your ability,fake,bill gate said that the covid vaccine will permanently change your dna
and former presidential candidate kim cain dy of norway,fake,breaking former presidential candidate herman cain dy of covid
bhutan ha korean covid noodles thanks to healthy vegetarian diet,fake,bhutan ha zero covid case thanks to it vegetarian diet
forensic scientists video have shown that the coronavirus begins retreating in india,fake,nasa satellite video have shown that the coronavirus is retreating in india
the u virus supports close to coronavirus genome a day virus webmd,real,the u now see close to coronavirus death a day via webmd
kenyan farmers uhuru give away sh billion a soft cushion due ill covid by loss,fake,kenyan president uhuru give artist sh billion a a cushion due to covid job loss
